County_Name,State,FIPS,Median_Income,Poverty_Rate_Pct,Uninsured_Rate_Pct,Pct_Black,Pct_Hispanic,Diabetes_Rate,Hypertension_Rate,Mental_Health_Poor_Days,Preventive_Screening_Rate,Medicare_Spending_Per_Beneficiary,Equity_Gap_Score,Equity_Quartile,Primary_Driver
Autauga,AL,01001,68315.0,11.28,0.47,19.56,3.17,12.35,40.1,17.5,66.4,12527.77,0.2853,3.0,Hypertension
Baldwin,AL,01003,71039.0,10.04,1.24,8.33,4.8,11.9,40.4,15.95,66.1,12887.13,0.2817,3.0,Hypertension
Barbour,AL,01005,39712.0,21.22,0.57,46.9,4.83,18.05,47.8,19.2,59.6,15833.86,0.4849,4.0,Hypertension
Bibb,AL,01007,50669.0,19.31,0.39,20.69,2.92,15.05,44.35,19.4,60.85,11909.65,0.3985,4.0,Hypertension
Blount,AL,01009,57440.0,14.01,0.59,1.23,9.68,12.55,38.6,18.2,63.5,13861.0,0.2918,3.0,Hypertension
Bullock,AL,01011,36136.0,26.02,0.43,68.91,8.78,22.95,54.5,20.700000000000003,55.9,12279.03,0.6373,4.0,Diabetes
Butler,AL,01013,44429.0,20.74,1.13,44.58,1.7,17.05,47.9,19.25,62.45,11568.04,0.472,4.0,Hypertension
Calhoun,AL,01015,54339.0,17.45,0.93,22.06,4.08,13.85,43.15,18.85,62.35,13525.14,0.3661,4.0,Hypertension
Chambers,AL,01017,48805.0,17.57,0.85,40.78,3.26,16.2,45.75,19.15,62.25,12705.05,0.4245,4.0,Hypertension
Cherokee,AL,01019,46621.0,14.03,0.26,4.02,1.91,13.9,41.7,18.6,66.2,12818.81,0.3339,3.0,Hypertension
Chilton,AL,01021,62471.0,14.23,0.53,9.43,8.12,13.05,41.05,18.75,62.2,14438.31,0.3184,3.0,Hypertension
Choctaw,AL,01023,43299.0,18.85,0.28,39.96,1.13,17.55,48.45,19.05,63.35,18898.91,0.4672,4.0,Hypertension
Clarke,AL,01025,47549.0,22.0,0.34,45.49,1.45,16.65,46.5,18.85,62.85,13126.37,0.4532,4.0,Hypertension
Clay,AL,01027,48074.0,17.17,0.17,12.6,3.08,14.7,44.1,19.0,63.5,11440.37,0.3785,4.0,Hypertension
Cleburne,AL,01029,51553.0,12.75,0.29,2.71,2.65,13.15,39.95,18.9,62.05,13000.96,0.3029,3.0,Hypertension
Coffee,AL,01031,62199.0,16.04,1.03,16.8,8.4,13.75,41.5,18.2,62.75,12382.26,0.3469,4.0,Hypertension
Colbert,AL,01033,56149.0,15.71,0.51,16.04,3.21,13.55,41.45,18.1,61.45,12809.79,0.3365,4.0,Hypertension
Conecuh,AL,01035,39888.0,18.33,0.88,48.47,0.69,19.45,50.6,19.55,62.1,13099.77,0.5184,4.0,Hypertension
Coosa,AL,01037,52279.0,10.67,0.94,30.21,2.75,16.05,45.45,18.2,65.5,12707.71,0.3884,4.0,Hypertension
Covington,AL,01039,48772.0,18.44,1.57,12.27,2.0,14.55,43.0,19.0,63.8,13253.66,0.3878,4.0,Hypertension
Crenshaw,AL,01041,48557.0,14.51,1.26,23.17,2.54,15.0,43.7,18.8,63.65,13161.6,0.3791,4.0,Hypertension
Cullman,AL,01043,58119.0,12.87,0.78,1.09,4.59,12.2,39.8,18.25,60.4,14454.93,0.2911,3.0,Hypertension
Dale,AL,01045,52813.0,17.12,0.56,21.06,7.01,14.75,42.4,19.05,61.3,12846.82,0.3707,4.0,Hypertension
Dallas,AL,01047,37180.0,26.69,0.45,69.06,1.12,20.25,52.2,19.35,61.3,13120.46,0.5783,4.0,Hypertension
DeKalb,AL,01049,47920.0,19.88,0.95,1.46,15.38,14.5,42.25,19.5,56.7,12631.87,0.3822,4.0,Hypertension
Elmore,AL,01051,73258.0,9.11,0.77,20.84,3.12,12.2,39.9,17.95,63.75,11467.15,0.2741,3.0,Hypertension
Escambia,AL,01053,41153.0,20.27,1.6,30.3,2.56,17.05,46.3,20.25,59.65,14509.95,0.4629,4.0,Hypertension
Etowah,AL,01055,52177.0,15.62,0.78,15.21,4.41,14.85,43.6,18.85,59.0,15379.81,0.3763,4.0,Hypertension
Fayette,AL,01057,45650.0,21.74,0.6,12.73,0.37,14.85,44.25,19.2,62.65,13214.19,0.4078,4.0,Hypertension
Franklin,AL,01059,47359.0,16.39,2.99,4.25,18.41,15.15,42.15,19.200000000000003,58.6,14485.84,0.3964,4.0,Hypertension
Geneva,AL,01061,47608.0,20.57,0.7,9.28,4.45,14.7,42.3,19.200000000000003,58.35,12988.69,0.3867,4.0,Hypertension
Greene,AL,01063,32796.0,32.49,2.12,81.82,0.31,24.1,56.1,20.25,60.8,11800.14,0.7153,4.0,Diabetes
Hale,AL,01065,35851.0,24.51,0.72,56.8,0.17,18.0,48.55,19.2,63.25,13496.62,0.5063,4.0,Hypertension
Henry,AL,01067,58395.0,15.09,0.69,25.32,2.71,14.75,44.25,18.05,60.75,13648.79,0.3759,4.0,Hypertension
Houston,AL,01069,55064.0,17.64,0.54,27.25,3.59,14.4,42.15,18.85,63.9,14348.8,0.3652,4.0,Hypertension
Jackson,AL,01071,46748.0,18.4,0.58,3.29,3.2,14.35,42.75,19.4,62.85,13231.98,0.3727,4.0,Hypertension
Jefferson,AL,01073,63595.0,15.45,0.88,42.72,4.16,14.3,41.35,17.15,69.6,13901.91,0.3509,4.0,Hypertension
Lamar,AL,01075,49565.0,15.17,0.17,11.0,0.55,14.8,44.05,19.35,61.15,13124.89,0.3705,4.0,Hypertension
Lauderdale,AL,01077,56081.0,12.92,0.95,9.88,2.97,11.95,37.75,18.05,63.8,12634.47,0.274,3.0,Hypertension
Lawrence,AL,01079,54786.0,15.65,0.35,10.18,2.5,14.0,41.5,19.05,61.1,12571.96,0.3426,4.0,Hypertension
Lee,AL,01081,59288.0,17.7,0.67,22.48,3.87,12.6,38.05,17.450000000000003,65.4,11025.21,0.3067,3.0,Poverty
Limestone,AL,01083,80146.0,10.83,0.64,13.16,6.32,11.7,39.0,16.75,65.15,12862.35,0.2659,3.0,Hypertension
Lowndes,AL,01085,33125.0,25.14,0.29,74.88,0.19,21.75,53.45,20.05,58.5,11296.49,0.6039,4.0,Diabetes
Macon,AL,01087,41206.0,21.5,1.1,78.87,2.36,18.85,49.5,19.25,65.85,11732.69,0.5173,4.0,Hypertension
Madison,AL,01089,78058.0,10.38,0.64,24.48,5.29,11.5,37.4,15.75,66.3,13485.68,0.2489,2.0,Hypertension
Marengo,AL,01091,42975.0,21.18,0.17,50.83,2.83,17.95,48.6,18.65,60.95,12442.86,0.4848,4.0,Hypertension
Marion,AL,01093,49743.0,16.12,0.78,3.81,2.71,13.9,42.6,19.15,59.2,13298.23,0.3553,4.0,Hypertension
Marshall,AL,01095,58272.0,16.33,0.67,2.8,15.06,13.45,39.6,18.3,62.15,12675.67,0.3259,3.0,Hypertension
Mobile,AL,01097,55352.0,17.24,0.78,36.26,3.04,15.1,41.35,17.65,65.0,14096.74,0.3718,4.0,Diabetes
Monroe,AL,01099,39965.0,22.57,0.53,42.31,0.22,17.65,48.0,19.6,62.55,12461.23,0.4855,4.0,Hypertension
Montgomery,AL,01101,56707.0,18.79,0.82,59.07,3.77,15.6,45.05,17.35,64.2,11598.47,0.4146,4.0,Hypertension
Morgan,AL,01103,61588.0,13.47,0.99,13.51,8.81,13.5,42.2,17.4,63.5,13847.87,0.3353,3.0,Hypertension
Perry,AL,01105,32332.0,29.23,0.0,70.81,0.97,22.55,54.4,20.75,60.4,11371.5,0.6406,4.0,Diabetes
Pickens,AL,01107,45339.0,20.42,0.74,39.66,5.22,16.6,45.95,18.85,62.3,12860.05,0.4449,4.0,Hypertension
Pike,AL,01109,42616.0,21.95,0.8,37.28,2.42,14.35,41.6,19.35,61.7,12663.07,0.3831,4.0,Hypertension
Randolph,AL,01111,49879.0,19.28,0.58,18.95,3.02,14.4,42.9,18.5,61.8,12637.15,0.3787,4.0,Hypertension
Russell,AL,01113,47420.0,21.78,0.53,44.88,5.86,16.3,45.2,19.200000000000003,63.75,11726.7,0.4387,4.0,Hypertension
St. Clair,AL,01115,73218.0,10.67,0.71,9.8,2.53,11.95,39.5,18.0,62.7,13995.59,0.2737,3.0,Hypertension
Shelby,AL,01117,90618.0,6.73,0.63,13.0,5.89,10.4,38.3,15.0,66.8,13898.12,0.2196,2.0,Hypertension
Sumter,AL,01119,31726.0,26.94,0.38,72.26,0.7,18.95,49.55,19.7,63.5,12687.61,0.5376,4.0,Hypertension
Talladega,AL,01121,52457.0,17.8,0.63,31.93,2.46,15.7,45.6,18.4,64.9,13559.23,0.4138,4.0,Hypertension
Tallapoosa,AL,01123,53282.0,16.55,0.6,26.56,2.45,14.75,44.65,18.0,61.25,13981.42,0.3847,4.0,Hypertension
Tuscaloosa,AL,01125,61645.0,15.72,0.47,32.05,4.0,12.2,39.85,18.2,62.15,13427.63,0.3017,3.0,Hypertension
Walker,AL,01127,52987.0,16.06,2.09,5.99,2.87,13.65,41.35,19.25,61.1,14279.36,0.3547,4.0,Hypertension
Washington,AL,01129,51184.0,15.65,0.4,23.38,1.69,15.15,44.1,18.65,62.7,14974.77,0.3813,4.0,Hypertension
Wilcox,AL,01131,38208.0,26.19,0.02,70.18,0.21,21.45,53.55,20.35,57.85,11994.24,0.6018,4.0,Diabetes
Winston,AL,01133,49494.0,17.83,1.36,1.11,3.25,14.6,43.2,19.35,60.9,13962.87,0.3852,4.0,Hypertension
Aleutians East,AK,02013,79961.0,12.59,3.58,5.37,11.89,12.85,33.5,13.0,41.6,7825.74,0.283,3.0,Uninsured
Aleutians West,AK,02016,100662.0,9.16,0.86,3.85,15.37,11.1,31.45,13.1,48.9,6553.49,0.1956,1.0,Uninsured
Anchorage,AK,02020,95731.0,9.43,1.93,5.32,9.69,8.85,31.45,16.1,58.15,9089.0,0.1694,1.0,Uninsured
Bethel,AK,02050,64094.0,24.74,2.24,1.16,2.15,14.25,38.6,21.25,45.4,6117.74,0.3871,4.0,Poverty
Bristol Bay,AK,02060,94167.0,7.73,0.59,0.35,8.67,10.2,33.75,15.950000000000001,56.65,7485.18,0.1876,1.0,Uninsured
Chugach,AK,02063,83068.0,4.84,2.61,1.61,5.91,8.8,31.55,14.75,61.05,9150.05,0.1545,1.0,Uninsured
Copper River,AK,02066,70606.0,11.06,5.51,0.04,6.54,10.15,35.25,16.0,55.4,4481.9,0.2619,2.0,Uninsured
Denali,AK,02068,87292.0,7.14,0.05,2.28,1.67,8.15,30.95,15.2,56.8,6044.51,0.1246,1.0,Uninsured
Dillingham,AK,02070,69412.0,15.76,3.83,1.57,3.34,12.75,34.15,19.25,50.5,22586.76,0.3033,3.0,Uninsured
Fairbanks North Star,AK,02090,81655.0,6.6,1.29,4.13,8.35,8.1,31.0,15.600000000000001,59.35,7531.22,0.1338,1.0,Uninsured
Haines,AK,02100,68276.0,5.82,1.49,0.0,8.18,9.25,34.3,14.4,58.65,11262.72,0.1755,1.0,Uninsured
Hoonah-Angoon,AK,02105,62344.0,11.55,2.88,0.39,9.88,12.6,38.0,16.45,56.35,11134.01,0.2995,3.0,Uninsured
Juneau,AK,02110,95711.0,6.78,1.38,1.07,7.16,8.35,30.95,15.15,58.65,8737.06,0.1395,1.0,Uninsured
Kenai Peninsula,AK,02122,76272.0,12.26,2.15,0.72,4.43,8.85,32.85,15.5,56.7,9564.59,0.1949,1.0,Uninsured
Ketchikan Gateway,AK,02130,82763.0,9.55,1.8,0.65,5.64,9.35,32.85,15.5,57.5,9942.77,0.1872,1.0,Uninsured
Kodiak Island,AK,02150,91138.0,7.86,2.0,0.92,8.8,9.55,30.6,14.6,54.4,9241.51,0.1685,1.0,Uninsured
Kusilvak,AK,02158,42663.0,33.87,3.38,0.84,0.91,17.25,40.0,24.0,42.05,6152.21,0.502,4.0,Poverty
Lake and Peninsula,AK,02164,61607.0,15.12,5.31,2.2,0.1,13.6,36.6,18.799999999999997,50.45,6558.53,0.3471,4.0,Uninsured
Matanuska-Susitna,AK,02170,86435.0,9.95,3.33,1.28,5.59,8.65,31.2,16.4,55.15,8785.07,0.1805,1.0,Uninsured
Nome,AK,02180,70121.0,20.37,3.01,1.03,2.01,13.35,34.55,20.3,49.55,15211.14,0.3298,3.0,Poverty
North Slope,AK,02185,83472.0,7.85,4.31,1.77,3.92,10.9,35.1,16.450000000000003,54.85,26513.63,0.2466,2.0,Uninsured
Northwest Arctic,AK,02188,77647.0,18.29,5.86,1.24,2.55,14.35,37.45,20.55,49.3,18493.14,0.3862,4.0,Uninsured
Petersburg,AK,02195,77826.0,4.53,1.04,1.16,9.07,9.5,32.9,15.05,56.65,12759.17,0.1591,1.0,Uninsured
Prince of Wales-Hyder,AK,02198,61779.0,15.16,3.59,0.38,4.07,12.5,36.3,17.700000000000003,53.35,9147.88,0.3094,3.0,Uninsured
Sitka,AK,02220,95261.0,6.75,2.58,0.69,7.4,9.15,31.85,14.75,59.85,14471.2,0.1712,1.0,Uninsured
Skagway,AK,02230,79583.0,6.22,0.23,3.07,2.46,8.45,31.65,15.05,57.7,6165.15,0.1322,1.0,Uninsured
Southeast Fairbanks,AK,02240,75378.0,13.04,2.15,0.89,7.13,9.6,34.15,16.35,55.15,6490.39,0.2206,2.0,Uninsured
Wrangell,AK,02275,61000.0,9.98,4.31,0.05,5.76,11.0,36.1,16.1,56.25,17549.05,0.2655,2.0,Uninsured
Yakutat,AK,02282,76875.0,9.93,4.43,2.13,6.56,12.15,37.15,16.75,55.05,6856.81,0.2935,3.0,Uninsured
Yukon-Koyukuk,AK,02290,47826.0,22.71,4.0,0.19,2.67,15.2,39.25,19.4,54.35,8439.98,0.4158,4.0,Poverty
Apache,AZ,04001,37483.0,31.88,6.38,0.89,7.02,16.4,34.35,21.75,48.2,11193.88,0.4672,4.0,Poverty
Cochise,AZ,04003,58421.0,13.99,1.46,3.98,35.7,12.15,35.45,16.15,53.9,10236.21,0.2708,3.0,Poverty
Coconino,AZ,04005,67266.0,15.57,2.05,1.53,14.73,9.55,27.7,18.2,53.35,10419.82,0.1841,1.0,Poverty
Gila,AZ,04007,55242.0,18.55,2.19,0.73,19.24,12.75,34.25,17.4,55.4,11783.96,0.3009,3.0,Poverty
Graham,AZ,04009,64089.0,16.2,1.27,1.97,33.51,11.15,31.75,17.6,50.45,10466.48,0.2356,2.0,Poverty
Greenlee,AZ,04011,73756.0,12.74,0.16,1.8,48.27,10.35,29.25,16.0,53.85,9951.93,0.1769,1.0,Poverty
La Paz,AZ,04012,46634.0,20.59,3.58,0.56,28.17,14.5,38.65,16.25,53.25,12332.97,0.3856,4.0,Poverty
Maricopa,AZ,04013,80675.0,11.36,2.09,5.7,31.66,10.1,29.7,15.100000000000001,58.5,13276.22,0.1885,1.0,Uninsured
Mohave,AZ,04015,53592.0,15.68,1.43,1.13,17.37,11.95,36.5,16.6,53.75,10814.12,0.2826,3.0,Poverty
Navajo,AZ,04017,50335.0,24.83,4.1,1.11,11.88,13.7,38.0,19.65,49.8,11142.32,0.3923,4.0,Poverty
Pima,AZ,04019,64323.0,14.56,1.55,3.46,38.09,10.25,32.1,16.8,58.2,11197.6,0.218,2.0,Poverty
Pinal,AZ,04021,73313.0,10.71,2.07,4.58,31.23,11.9,33.9,16.799999999999997,56.95,12997.55,0.2461,2.0,Uninsured
Santa Cruz,AZ,04023,51885.0,20.11,2.29,0.3,83.06,14.35,33.5,15.25,49.55,8571.05,0.3308,3.0,Poverty
Yavapai,AZ,04025,62430.0,12.09,1.78,0.65,15.17,10.05,32.5,15.3,58.75,10015.85,0.2082,1.0,Uninsured
Yuma,AZ,04027,56439.0,16.96,2.89,1.94,65.26,13.7,33.45,15.75,48.8,12241.7,0.3107,3.0,Diabetes
Arkansas,AR,05001,58695.0,16.54,1.19,25.72,3.81,13.65,42.35,20.0,58.2,11975.45,0.3553,4.0,Hypertension
Ashley,AR,05003,44804.0,23.08,0.23,24.84,6.12,16.25,45.75,20.799999999999997,56.75,15735.57,0.4449,4.0,Hypertension
Baxter,AR,05005,47403.0,13.37,0.31,0.24,2.67,12.65,41.6,18.9,60.55,12042.98,0.3094,3.0,Hypertension
Benton,AR,05007,85269.0,7.78,1.71,1.88,17.35,10.05,32.25,16.6,57.3,12416.04,0.1856,1.0,Uninsured
Boone,AR,05009,52275.0,12.93,0.59,0.33,2.89,11.75,37.65,19.299999999999997,60.15,11266.79,0.2663,3.0,Hypertension
Bradley,AR,05011,43688.0,15.01,1.75,26.02,16.0,15.95,45.8,19.9,55.95,14813.7,0.4175,4.0,Hypertension
Calhoun,AR,05013,60237.0,12.03,1.78,20.83,4.88,12.95,42.0,18.7,58.6,11391.63,0.3256,3.0,Hypertension
Carroll,AR,05015,56826.0,15.26,2.42,0.36,15.57,13.2,41.35,18.6,59.0,10997.86,0.3466,4.0,Hypertension
Chicot,AR,05017,36593.0,25.58,0.0,53.58,6.14,18.3,49.55,19.7,55.5,14067.9,0.5165,4.0,Hypertension
Clark,AR,05019,48071.0,17.76,1.03,24.02,5.09,12.9,40.95,20.4,59.45,11708.25,0.3366,4.0,Hypertension
Clay,AR,05021,44685.0,19.19,0.67,0.67,0.8,12.6,40.05,20.15,60.6,14499.12,0.3281,3.0,Hypertension
Cleburne,AR,05023,52780.0,13.9,1.09,0.38,2.73,12.9,40.4,19.35,64.0,12576.61,0.3152,3.0,Hypertension
Cleveland,AR,05025,48913.0,13.42,0.32,13.14,0.0,13.3,42.95,19.65,59.7,14620.93,0.3305,3.0,Hypertension
Columbia,AR,05027,47441.0,20.59,0.71,35.59,3.0,13.95,42.3,20.25,59.1,14147.7,0.3742,4.0,Hypertension
Conway,AR,05029,50282.0,20.75,0.73,11.02,4.38,14.0,43.65,20.0,57.45,12596.57,0.3857,4.0,Hypertension
Craighead,AR,05031,55169.0,18.47,1.25,16.24,5.47,11.4,38.8,19.6,58.95,13975.77,0.3011,3.0,Poverty
Crawford,AR,05033,56702.0,17.53,1.46,1.27,8.51,11.95,39.65,19.65,59.3,12338.78,0.3143,3.0,Hypertension
Crittenden,AR,05035,51860.0,19.41,0.91,50.07,2.97,15.65,46.05,20.6,60.2,14606.06,0.4265,4.0,Hypertension
Cross,AR,05037,48129.0,19.95,0.96,19.53,2.13,14.75,44.0,20.6,57.1,13638.9,0.3995,4.0,Hypertension
Dallas,AR,05039,40085.0,11.17,1.07,44.13,1.27,14.9,45.55,18.9,61.25,14276.97,0.3733,4.0,Hypertension
Desha,AR,05041,38067.0,26.97,1.13,47.64,6.75,19.15,49.75,21.7,54.05,14804.43,0.55,4.0,Hypertension
Drew,AR,05043,44968.0,20.3,0.73,26.89,4.03,14.35,43.25,20.25,59.9,13748.44,0.3866,4.0,Hypertension
Faulkner,AR,05045,61273.0,14.83,1.01,11.42,4.4,10.85,35.7,18.75,57.95,12973.1,0.2501,2.0,Poverty
Franklin,AR,05047,47695.0,19.88,0.59,0.56,3.61,13.15,41.55,20.700000000000003,55.95,11738.88,0.3507,4.0,Hypertension
Fulton,AR,05049,38917.0,15.11,3.87,0.19,0.57,14.75,44.35,20.5,56.35,11198.68,0.4082,4.0,Hypertension
Garland,AR,05051,54229.0,16.6,1.03,7.92,6.2,12.95,41.8,18.6,60.65,14087.37,0.3381,4.0,Hypertension
Grant,AR,05053,68598.0,13.39,0.45,2.57,3.21,10.9,37.7,18.549999999999997,60.8,13161.83,0.2531,2.0,Hypertension
Greene,AR,05055,54879.0,17.17,1.17,2.49,3.12,11.75,40.9,20.45,53.7,12977.61,0.3153,3.0,Hypertension
Hempstead,AR,05057,45049.0,22.64,1.95,30.97,13.58,15.1,43.35,19.7,58.0,12859.66,0.4231,4.0,Hypertension
Hot Spring,AR,05059,50260.0,18.39,0.84,11.48,3.77,12.75,40.9,19.450000000000003,59.0,14061.24,0.3347,3.0,Hypertension
Howard,AR,05061,44824.0,18.01,3.74,21.68,13.37,13.85,41.65,19.7,59.85,14837.9,0.3857,4.0,Hypertension
Independence,AR,05063,52361.0,18.79,1.48,1.92,7.11,12.4,39.25,19.9,56.05,14261.17,0.3251,3.0,Poverty
Izard,AR,05065,46159.0,18.21,0.87,1.81,2.69,13.95,43.55,20.0,58.0,12389.26,0.3736,4.0,Hypertension
Jackson,AR,05067,41929.0,17.62,0.75,12.16,3.18,14.55,42.9,21.45,54.9,14414.24,0.3752,4.0,Hypertension
Jefferson,AR,05069,46855.0,17.66,0.92,55.97,2.38,16.35,49.05,19.6,62.35,12871.95,0.4519,4.0,Hypertension
Johnson,AR,05071,42470.0,20.55,0.95,1.61,14.41,13.5,40.35,20.05,53.55,10406.9,0.3547,4.0,Poverty
Lafayette,AR,05073,40262.0,21.16,1.0,33.44,3.52,17.95,48.25,20.95,59.35,12808.45,0.4904,4.0,Hypertension
Lawrence,AR,05075,43606.0,17.17,1.48,1.4,1.77,13.2,41.4,21.15,56.85,14603.02,0.3466,4.0,Hypertension
Lee,AR,05077,33801.0,22.66,0.4,55.31,2.92,18.4,49.75,20.65,53.0,12905.41,0.5099,4.0,Hypertension
Lincoln,AR,05079,50526.0,11.38,1.45,29.84,4.46,13.65,43.05,19.45,56.55,13630.4,0.3388,4.0,Hypertension
Little River,AR,05081,58627.0,11.59,0.96,18.61,4.01,14.05,43.0,19.7,59.6,13933.93,0.3413,4.0,Hypertension
Logan,AR,05083,51131.0,14.29,1.05,1.58,3.16,12.85,41.55,19.65,58.25,12262.6,0.324,3.0,Hypertension
Lonoke,AR,05085,68078.0,11.68,1.49,5.53,4.83,10.7,37.75,19.15,61.55,12856.44,0.2523,2.0,Hypertension
Madison,AR,05087,51514.0,16.32,1.09,0.05,6.31,12.6,41.25,20.15,55.4,9549.4,0.3275,3.0,Hypertension
Marion,AR,05089,42891.0,17.57,0.43,0.52,2.51,13.75,40.7,19.45,63.3,9729.28,0.3423,4.0,Hypertension
Miller,AR,05091,47613.0,19.91,1.28,25.19,3.76,14.2,42.8,20.65,59.15,13812.74,0.3845,4.0,Hypertension
Mississippi,AR,05093,50012.0,21.31,1.01,34.78,4.73,14.3,44.9,20.55,55.3,12944.13,0.4052,4.0,Hypertension
Monroe,AR,05095,41786.0,23.46,1.9,43.52,0.0,16.7,48.05,20.2,56.5,12355.27,0.4874,4.0,Hypertension
Montgomery,AR,05097,47103.0,17.85,1.51,0.75,4.85,13.9,42.6,19.6,60.25,13159.8,0.3706,4.0,Hypertension
Nevada,AR,05099,43421.0,27.11,0.77,33.74,1.47,16.25,47.35,20.75,56.85,16304.51,0.4806,4.0,Hypertension
Newton,AR,05101,50699.0,11.24,1.1,0.14,1.82,13.1,42.55,19.3,59.05,8299.1,0.3217,3.0,Hypertension
Ouachita,AR,05103,47348.0,18.71,1.16,41.03,2.67,15.8,46.1,20.15,58.55,13344.64,0.4286,4.0,Hypertension
Perry,AR,05105,53980.0,15.18,1.76,2.33,3.3,12.45,40.25,19.3,56.8,12451.03,0.3191,3.0,Hypertension
Phillips,AR,05107,37458.0,30.21,1.09,62.23,2.16,19.45,52.3,21.299999999999997,58.55,11653.1,0.5882,4.0,Hypertension
Pike,AR,05109,49248.0,17.1,0.3,4.16,6.8,12.9,41.15,19.5,57.3,13187.3,0.3277,3.0,Hypertension
Poinsett,AR,05111,43440.0,20.51,1.0,4.3,3.57,13.35,40.6,21.2,58.7,15043.54,0.3542,4.0,Hypertension
Polk,AR,05113,48449.0,17.5,0.63,0.13,6.64,13.65,41.0,19.950000000000003,54.45,11680.98,0.3445,4.0,Hypertension
Pope,AR,05115,51678.0,16.9,1.48,2.48,9.93,12.05,37.5,19.65,58.65,12123.57,0.2977,3.0,Poverty
Prairie,AR,05117,47045.0,9.7,0.73,10.54,2.08,13.2,42.65,19.2,57.0,12634.64,0.3133,3.0,Hypertension
Pulaski,AR,05119,58326.0,16.26,1.25,37.35,6.36,12.2,40.85,17.9,62.05,12765.24,0.3192,3.0,Hypertension
Randolph,AR,05121,45993.0,18.9,1.64,1.39,2.45,13.45,41.0,21.1,58.1,12751.39,0.3576,4.0,Hypertension
St. Francis,AR,05123,39822.0,24.46,1.24,53.46,5.51,17.75,48.35,20.4,53.9,12655.63,0.5056,4.0,Hypertension
Saline,AR,05125,73236.0,9.43,0.73,8.42,5.43,10.4,37.75,17.75,58.5,12863.15,0.2292,2.0,Hypertension
Scott,AR,05127,45340.0,16.99,3.89,1.21,8.31,13.25,40.85,19.85,56.9,13906.25,0.3665,4.0,Hypertension
Searcy,AR,05129,42063.0,26.07,0.39,0.42,3.03,15.05,44.35,20.55,58.75,10835.37,0.43,4.0,Hypertension
Sebastian,AR,05131,54047.0,16.24,1.92,5.98,15.12,12.3,39.0,19.4,58.4,12642.5,0.314,3.0,Hypertension
Sevier,AR,05133,53567.0,19.76,3.1,4.73,34.3,14.45,38.9,19.8,54.2,13448.73,0.3779,4.0,Diabetes
Sharp,AR,05135,43332.0,15.64,0.17,1.0,2.56,13.95,42.15,20.299999999999997,57.8,13145.15,0.3446,4.0,Hypertension
Stone,AR,05137,37664.0,21.0,1.35,0.14,2.01,14.5,42.8,19.9,61.1,12522.96,0.3953,4.0,Hypertension
Union,AR,05139,49745.0,18.38,0.99,32.5,4.11,14.5,43.7,19.3,59.25,12322.13,0.386,4.0,Hypertension
Van Buren,AR,05141,45768.0,18.69,1.24,0.74,3.46,13.85,42.5,19.8,58.6,13040.57,0.3703,4.0,Hypertension
Washington,AR,05143,61985.0,14.66,2.39,3.46,17.31,10.4,35.5,18.55,58.55,12195.23,0.2538,2.0,Uninsured
White,AR,05145,51144.0,15.39,0.89,4.37,4.68,11.75,38.75,20.1,61.7,13903.2,0.2887,3.0,Hypertension
Woodruff,AR,05147,49608.0,18.31,0.64,27.5,0.5,16.0,45.6,20.6,56.9,13708.01,0.4214,4.0,Hypertension
Yell,AR,05149,55879.0,12.19,0.8,2.21,21.09,13.45,40.9,19.5,57.2,12708.19,0.3172,3.0,Hypertension
Alameda,CA,06001,122488.0,9.01,0.51,10.19,22.21,10.55,27.5,15.25,57.8,11272.17,0.1537,1.0,Uninsured
Alpine,CA,06003,101125.0,13.73,0.99,0.0,14.06,10.05,31.8,16.75,64.2,7984.31,0.203,1.0,Poverty
Amador,CA,06005,74853.0,7.26,0.56,1.74,15.13,10.2,33.45,17.2,60.9,10182.62,0.183,1.0,Uninsured
Butte,CA,06007,66085.0,17.8,0.62,1.81,17.96,10.3,31.35,19.35,59.95,12389.41,0.2194,2.0,Poverty
Calaveras,CA,06009,77526.0,12.95,0.7,0.99,13.57,11.15,33.0,18.2,60.4,10147.58,0.2238,2.0,Poverty
Colusa,CA,06011,69619.0,10.84,1.24,1.68,60.89,12.8,30.8,18.450000000000003,52.8,12245.67,0.2314,2.0,Diabetes
Contra Costa,CA,06013,120020.0,8.19,0.64,8.72,26.4,10.45,29.35,15.75,61.95,11480.06,0.1628,1.0,Uninsured
Del Norte,CA,06015,61149.0,13.05,1.51,2.72,20.42,11.35,33.4,19.05,58.0,9252.14,0.2386,2.0,Uninsured
El Dorado,CA,06017,99246.0,8.54,0.58,0.73,13.53,9.4,30.05,16.5,63.9,10062.68,0.1511,1.0,Uninsured
Fresno,CA,06019,67756.0,19.21,0.81,4.47,54.23,12.55,31.55,18.4,52.45,12940.91,0.2674,3.0,Poverty
Glenn,CA,06021,64033.0,15.13,2.68,0.36,43.33,11.85,31.1,18.85,55.05,12571.01,0.2517,2.0,Uninsured
Humboldt,CA,06023,57881.0,19.39,0.74,1.37,12.58,10.7,31.4,20.2,57.95,9052.64,0.2351,2.0,Poverty
Imperial,CA,06025,53847.0,20.1,0.75,2.57,85.41,14.8,32.85,18.1,47.25,15802.0,0.3185,3.0,Diabetes
Inyo,CA,06027,63417.0,11.68,1.73,0.96,23.9,10.9,31.45,17.4,62.1,10425.36,0.2126,2.0,Uninsured
